Object Name,Object Classification,Epoch (TDB),Orbit Axis (AU),Orbit Eccentricity,Orbit Inclination (deg),Perihelion Argument (deg),Node Longitude (deg),Mean Anomoly (deg),Perihelion Distance (AU),Aphelion Distance (AU),Orbital Period (yr),Minimum Orbit Intersection Distance (AU),Orbital Reference,Asteroid Magnitude,Period Start,Period End,Possible Impacts,Cumulative Impact Probability,Asteroid Velocity,Asteroid Diameter (km),Cumulative Palermo Scale,Maximum Palermo Scale,Maximum Torino Scale
2014 HB177,Apollo Asteroid,57800,1.1148,0.1948,3.4661,251.5956,45.3341,80.2378,0.8976,1.33,1.18,0.0005,8,28.3,2085,2099,3,2.6E-06,6.08,0.007,-7.49,-7.57,0
2010 FD,Amor Asteroid,57800,2.8758,0.6321,0.3467,162.6485,22.4126,150.0384,1.0579,4.69,4.88,0.0601,12,26,2085,2104,2,1.4E-06,9.79,0.021,-6.57,-6.6,0
2008 YV32,Apollo Asteroid,57800,1.5293,0.4139,1.0948,39.7089,114.5174,84.0522,0.8963,2.16,1.89,0.0019,9,26.4,2085,2107,9,4.3E-06,8.79,0.018,-6.32,-6.8,0
2015 VL64,Aten Asteroid,57800,0.9092,0.2885,0.7139,225.3382,51.5959,267.9121,0.6469,1.17,0.87,0.0024,4,28.3,2085,2109,7,2.8E-06,8.68,0.007,-7.46,-8.02,0
2010 RM80,Apollo Asteroid,57800,1.1766,0.1995,2.3646,304.3045,345.0371,55.5618,0.9418,1.41,1.28,0.0022,11,27.9,2085,2115,21,1.1E-05,5.36,0.009,-6.84,-7.25,0
2016 XL23,Apollo Asteroid,57800,2.1002,0.5594,1.8572,145.2127,249.104,33.4479,0.9254,3.27,3.04,0.0005,1,29.3,2086,2086,1,8.2E-07,9.91,0.005,-8.34,-8.34,0
2004 BN41,Apollo Asteroid,53030,2.0757,0.5216,0.4008,144.9317,331.6645,2.7794,0.993,3.16,2.99,0.01,8,25.8,2086,2098,2,5.2E-07,7.58,0.024,-6.98,-7.07,0
2014 UD57,Apollo Asteroid,57800,1.366,0.3502,0.6542,119.6269,214.1416,189.8205,0.8876,1.84,1.6,0.0012,12,25.8,2086,2108,4,7E-06,8.72,0.023,-5.81,-5.9,0
2016 EG28,Apollo Asteroid,57800,1.81,0.5708,8.1011,112.0072,344.7235,159.1446,0.7769,2.84,2.44,0.0043,10,27.8,2086,2108,3,2.1E-06,14.67,0.009,-7.17,-7.28,0
2016 TQ18,Apollo Asteroid,57800,2.4971,0.601,3.6028,339.3569,7.103,38.5101,0.9964,4,3.95,0.009,6,26.3,2086,2110,3,6.9E-06,9.59,0.018,-6.13,-6.16,0
2009 TU,Apollo Asteroid,57800,1.7251,0.5583,1.5562,106.4582,198.7967,109.0249,0.762,2.69,2.27,0.0016,12,27.4,2086,2111,6,2.1E-05,15.15,0.011,-5.87,-6.32,0
2012 BW13,Apollo Asteroid,57800,1.8899,0.5409,1.097,223.8993,310.5446,327.6271,0.8676,2.91,2.6,0.0015,9,27.2,2086,2111,10,2E-06,11.69,0.012,-7.03,-7.41,0
2013 XS21,Apollo Asteroid,57800,1.9151,0.4941,3.0783,341.0935,80.432,77.8065,0.9689,2.86,2.65,0.0011,3,29.4,2086,2111,9,3.3E-06,7.52,0.004,-7.95,-8.26,0
2011 VG9,Apollo Asteroid,55885,2.2776,0.7738,1.2635,65.6654,236.3319,19.9828,0.5151,4.04,3.44,0.0069,13,22.2,2086,2114,6,3.2E-07,24.79,0.121,-5.04,-5.44,0
2012 BU1,Apollo Asteroid,57800,1.6129,0.4422,0.4239,133.593,294.6445,191.3288,0.8996,2.33,2.05,0.0004,6,27.7,2086,2114,20,0.00011,8.97,0.01,-5.56,-5.99,0
2002 UV36,Apollo Asteroid,57800,2.4568,0.5988,2.8691,356.1194,32.5897,255.6225,0.9857,3.93,3.85,0.0046,8,26.7,2087,2087,1,9.7E-06,8.06,0.016,-6.09,-6.09,0
2007 EZ25,Apollo Asteroid,54170,2.1413,0.7208,5.4695,267.9193,167.9277,16.4088,0.5979,3.68,3.13,0.0005,8,25.6,2087,2087,1,7.9E-08,20.73,0.026,-7.27,-7.27,0
2010 GM23,Apollo Asteroid,57800,1.3173,0.4422,4.3985,81.188,204.7999,159.7141,0.7348,1.9,1.51,0.0019,9,24.7,2087,2114,29,5.5E-05,13.44,0.04,-4.31,-4.94,0
2015 VN64,Apollo Asteroid,57800,1.8407,0.5905,3.6381,108.1621,223.3403,203.2029,0.7537,2.93,2.5,0.0029,5,27.5,2088,2096,3,7.1E-07,15.86,0.01,-7.41,-7.58,0
2007 EV,Apollo Asteroid,57800,1.091,0.308,8.1758,268.593,357.3678,197.7207,0.755,1.43,1.14,0.0033,13,25,2088,2109,5,5E-06,10.58,0.033,-5.59,-5.78,0
2010 NH,Apollo Asteroid,57800,2.0877,0.5404,7.497,325.7312,280.4492,81.4319,0.9596,3.22,3.02,0.0031,14,25.7,2089,2092,2,1.5E-06,10.29,0.025,-6.38,-6.43,0
2010 CK19,Aten Asteroid,57800,0.9869,0.1501,2.2568,278.7667,328.5857,327.2956,0.8387,1.14,0.98,0.0002,8,27.9,2089,2107,4,8.7E-07,5.01,0.009,-7.83,-8.22,0
2014 KS76,Aten Asteroid,57800,0.9277,0.2702,1.0968,51.7556,62.0943,121.3219,0.6771,1.18,0.89,0.0015,16,26.6,2089,2107,2,9.6E-08,7.18,0.016,-8.13,-8.25,0
2016 WU,Apollo Asteroid,57800,1.0363,0.1747,8.4107,272.9128,54.6856,152.6341,0.8552,1.22,1.05,0.0017,7,27.3,2089,2110,3,2.4E-06,7.05,0.012,-7.14,-7.15,0
2011 BU59,Apollo Asteroid,57800,1.2545,0.3935,3.4924,279.5618,116.7098,158.1831,0.7608,1.75,1.41,0.0019,4,26.2,2089,2113,11,8.5E-06,11.34,0.02,-5.88,-6.05,0
2017 BD6,Apollo Asteroid,57800,2.2978,0.5825,5.0322,335.4915,125.6527,11.4436,0.9594,3.64,3.48,0.0041,6,28.6,2090,2090,1,1E-09,9.28,0.007,-10.95,-11,0
2016 JB29,Apollo Asteroid,57800,1.9712,0.4946,6.2776,199.0941,82.1971,83.5323,0.9962,2.95,2.77,0.0004,41,24.7,2090,2090,1,2.3E-07,8.56,0.039,-6.78,-6.78,0
2008 YC3,Apollo Asteroid,57800,1.0161,0.0456,12.0302,82.1971,91.4654,269.9247,0.9697,1.06,1.02,0.0043,12,25.4,2090,2092,2,8.3E-09,6.24,0.029,-8.6,-8.66,0
2015 CL13,Apollo Asteroid,57800,1.6265,0.4925,11.058,238.7163,327.1971,327.4224,0.8254,2.43,2.07,0.0033,3,25.7,2090,2106,4,9.4E-08,13.69,0.025,-7.49,-7.73,0
2015 UR67,Apollo Asteroid,57800,2.62,0.6481,1.1353,136.169,219.6601,117.4,0.9219,4.32,4.24,0.0029,14,26.3,2091,2091,1,4.9E-06,11.63,0.019,-6.12,-6.12,0
2014 HO197,Amor Asteroid,56772,2.3,0.4899,3.8636,21.5592,226.0928,349.5885,1.1733,3.43,3.49,0.1618,2,26,2091,2091,1,2.2E-10,14.63,0.021,-10.24,-10.2,0
2008 DA4,Apollo Asteroid,57800,2.4258,0.6254,4.2158,317.5242,146.5452,145.6987,0.9088,3.94,3.78,0.0062,16,23.9,2091,2100,2,4.2E-07,11.13,0.056,-6.09,-6.28,0
2008 KT,Apollo Asteroid,57800,1.011,0.0848,1.9842,102.1671,240.6077,118.8851,0.9253,1.1,1.02,0.0002,9,28.2,2091,2107,4,2.9E-07,3,0.008,-8.55,-8.8,0
2008 JL24,Apollo Asteroid,57800,1.0382,0.1066,0.5505,282.0327,225.7585,174.9188,0.9275,1.15,1.06,0.0005,12,29.6,2091,2109,2,4.3E-07,2.7,0.004,-8.99,-9.05,0
2016 WY,Aten Asteroid,57800,0.8467,0.1734,1.8995,2.2054,236.3906,289.9625,0.6999,0.99,0.78,0.0043,8,29.2,2091,2114,11,9.7E-05,3.24,0.005,-6.49,-6.6,0
2016 JB18,Apollo Asteroid,57800,1.1233,0.1488,1.8902,304.6665,208.4063,293.9298,0.9562,1.29,1.19,0.0028,12,27.5,2091,2116,14,8.1E-05,3.25,0.011,-5.72,-5.75,0
2006 CM10,Apollo Asteroid (Hazard),57800,2.1352,0.7014,18.3148,92.1768,143.1501,172.272,0.6375,3.63,3.12,0.0184,16,21.7,2092,2092,1,2.4E-08,22.34,0.15,-5.94,-5.94,0
2013 RZ53,Apollo Asteroid,57800,1.0157,0.0276,2.1257,64.9813,343.1794,81.9997,0.9877,1.04,1.02,0.0037,6,31.1,2092,2103,8,1.3E-05,1.25,0.002,-8.32,-8.7,0
2016 EP84,Apollo Asteroid,57800,1.1905,0.1733,0.8191,195.4386,287.4994,293.6703,0.9842,1.4,1.3,0.0027,18,27.4,2092,2106,6,3.6E-05,2.33,0.011,-6.03,-6.08,0
2010 TW54,Apollo Asteroid,57800,1.0431,0.2338,3.8426,85.9027,196.3106,54.6948,0.7992,1.29,1.07,0.0013,12,27.6,2092,2107,7,4.2E-06,7.77,0.01,-6.94,-7.43,0
2006 BF56,Apollo Asteroid,57800,2.3406,0.799,0.9615,102.6142,125.2445,12.6345,0.4704,4.21,3.58,0.0007,7,29.6,2092,2110,11,7.9E-06,26.18,0.004,-7.16,-7.59,0
2015 XH55,Apollo Asteroid,57800,1.047,0.2118,5.1879,268.6312,70.7173,112.5129,0.8252,1.27,1.07,0.0071,2,29.2,2092,2110,5,1.4E-06,7.14,0.005,-8.22,-8.49,0
2015 XA378,Apollo Asteroid,57800,1.8315,0.6395,0.2262,92.0776,74.5475,150.4192,0.6603,3,2.48,0.0003,10,25.5,2092,2115,19,5.3E-05,17.9,0.027,-4.61,-4.82,0
2016 GK2,Apollo Asteroid,57800,1.5624,0.4308,0.9332,127.2077,7.9344,184.3895,0.8893,2.24,1.95,0.0007,7,27.8,2092,2116,8,4.6E-05,9.12,0.009,-5.95,-6.14,0
2011 DV10,Apollo Asteroid,55621,2.8286,0.6866,8.0841,292.7375,159.8964,11.1027,0.8865,4.77,4.76,0.0568,8,24.8,2093,2093,1,9.3E-07,16.27,0.038,-5.97,-5.97,0
2003 UQ25,Apollo Asteroid,57800,2.5509,0.6821,2.1342,276.778,187.2767,85.2029,0.811,4.29,4.07,0.0165,15,24.2,2093,2093,2,2.2E-07,18.01,0.049,-6.27,-6.28,0
2016 TM,Apollo Asteroid,57800,1.1524,0.1688,0.3679,327.8926,350.8227,145.442,0.9579,1.35,1.24,0.0015,14,27.5,2093,2100,2,3.9E-07,4.33,0.011,-8.04,-8.07,0
2008 CB6,Apollo Asteroid,57800,1.6029,0.4075,0.3113,300.5606,240.2385,143.9703,0.9497,2.26,2.03,0.0021,10,27.1,2093,2107,2,9.6E-06,7.43,0.013,-6.38,-6.53,0
2015 EG7,Apollo Asteroid,57800,1.976,0.567,0.1634,57.3153,175.443,234.3081,0.8557,3.1,2.78,0.0003,6,27.4,2093,2110,3,3.2E-08,12.8,0.011,-8.8,-8.85,0
2011 UC64,Apollo Asteroid,57800,1.0716,0.4627,3.9279,288.0391,211.5386,230.1304,0.5758,1.57,1.11,0.0014,4,27.9,2093,2114,25,1.9E-05,14.05,0.009,-6.31,-6.78,0
2009 WQ25,Apollo Asteroid,55158,2.4781,0.7184,4.4572,286.2987,44.7644,14.4556,0.6978,4.26,3.9,0.0009,8,23.9,2094,2094,1,9.2E-08,16.94,0.055,-6.57,-6.57,0
2012 HE31,Apollo Asteroid,57800,1.3815,0.3922,0.5315,274.788,10.8213,313.8987,0.8397,1.92,1.62,0.0032,3,25.7,2094,2094,1,8.8E-08,10.6,0.024,-7.64,-7.64,0
2007 EN88,Apollo Asteroid,57800,2.1737,0.5905,8.9576,135.7619,353.5787,44.1546,0.8901,3.46,3.2,0.0003,5,26.4,2094,2104,3,1E-06,12.16,0.017,-6.91,-7.06,0
2013 AB65,Apollo Asteroid,56306,1.8118,0.7497,2.4426,252.261,113.8141,19.5713,0.4535,3.17,2.44,0.002,4,27.6,2094,2113,8,6.7E-06,24.42,0.01,-6.35,-6.49,0
2001 SB170,Apollo Asteroid,52176,1.3612,0.4641,34.5328,261.3631,356.7044,48.4043,0.7295,1.99,1.59,0.0025,10,22.4,2095,2095,1,1E-08,22.48,0.11,-6.66,-6.66,0
2013 UO5,Amor Asteroid,56591,2.2133,0.4309,5.0701,301.5883,81.2057,2.0257,1.2595,3.17,3.29,0.2759,3,23.4,2095,2095,1,1.3E-10,10.26,0.07,-9.38,-9.38,0
2016 WN7,Aten Asteroid,57800,0.8812,0.1823,8.2836,35.5911,239.8834,233.3649,0.7205,1.04,0.83,0.0095,4,27.9,2095,2100,3,3.1E-06,6.16,0.009,-7.27,-7.3,0
2012 CL17,Apollo Asteroid,55968,1.8551,0.7038,4.3897,81.1979,320.5249,20.1226,0.5494,3.16,2.53,0.0062,4,25.7,2095,2112,18,1.4E-06,21.54,0.024,-6.15,-6.75,0
2009 HC,Apollo Asteroid,57800,2.527,0.8066,154.3751,298.7653,295.2337,22.3353,0.4887,4.57,4.02,0.1465,46,24.8,2095,2113,5,3.6E-06,3.72,0.038,-5.81,-6.13,0
2010 RF12,Apollo Asteroid,57800,1.0604,0.1882,0.8828,267.5612,163.8422,258.9437,0.8608,1.26,1.09,0.0007,16,28.4,2095,2115,52,0.065,5.1,0.007,-3.2,-3.2,0
2014 YN,Aten Asteroid,57800,0.8923,0.1343,1.208,15.8296,239.3904,38.4366,0.7724,1.01,0.84,0.0053,20,25.7,2095,2115,22,6.1E-05,3.27,0.024,-5.06,-5.66,0
1997 TC25,Apollo Asteroid,50733,2.5917,0.6235,0.2508,321.5246,17.9076,7.909,0.9757,4.21,4.17,0.0013,12,24.7,2096,2096,1,3E-07,9.89,0.039,-6.66,-6.66,0
2009 MU,Apollo Asteroid,57800,2.287,0.6102,7.2943,224.8919,93.9455,63.9627,0.8914,3.68,3.46,0.0053,8,24.5,2096,2096,1,6.8E-09,13.27,0.042,-8.11,-8.11,0
2013 PS13,Apollo Asteroid,57800,1.4769,0.5824,0.9007,270.7471,139.5537,317.2908,0.6168,2.34,1.79,0.0005,5,27.3,2096,2105,2,1.3E-06,17.26,0.012,-7.05,-7.1,0
2010 GV23,Aten Asteroid,57800,0.9295,0.2031,3.6242,233.8271,198.6411,340.4248,0.7407,1.12,0.9,0.0038,10,27.6,2096,2105,2,6.9E-08,5.42,0.01,-8.84,-9.02,0
2015 YM1,Apollo Asteroid,57800,1.0409,0.2047,5.2358,270.271,86.3024,101.0993,0.8279,1.25,1.06,0.0051,7,28.4,2096,2115,6,7.6E-06,6.81,0.007,-7.1,-7.19,0
2016 TG94,Apollo Asteroid,57800,1.6977,0.4462,1.2101,140.084,198.7544,71.2497,0.9403,2.46,2.21,0.0015,1,29.7,2096,2116,16,1.5E-05,8.74,0.004,-7.4,-7.77,0
2011 AK37,Apollo Asteroid,57800,2.8513,0.6584,3.6094,321.7072,118.8828,100.4094,0.974,4.73,4.81,0.0239,8,25.2,2097,2097,1,6E-06,11.87,0.031,-5.51,-5.51,0
2016 FX13,Apollo Asteroid,57482,1.2138,0.4941,2.7999,81.6536,356.3339,55.7695,0.614,1.81,1.34,0.0006,3,26.7,2097,2097,1,2.2E-09,13.98,0.016,-9.6,-9.6,0
2015 KH160,Apollo Asteroid,57169,2.7102,0.8699,9.0276,247.138,241.1608,10.1604,0.3527,5.07,4.46,0.0021,2,26.4,2097,2107,2,1.8E-08,29.2,0.018,-8.24,-8.25,0
2016 EL1,Apollo Asteroid,57800,1.7887,0.6581,4.0123,87.1209,165.0748,123.9454,0.6115,2.97,2.39,0.0011,2,27.8,2097,2109,3,2.7E-07,19.79,0.009,-7.96,-8.29,0
2011 SE191,Apollo Asteroid,55836,2.5824,0.6536,10.2955,309.835,5.4044,9.8039,0.8945,4.27,4.15,0.0181,7,25.1,2098,2098,1,7.2E-09,14.57,0.033,-8.32,-8.32,0
2014 MG68,Apollo Asteroid,56837,2.1806,0.5765,1.846,64.2086,273.9989,346.3229,0.9234,3.44,3.22,0.0126,2,22.6,2098,2098,1,2E-10,14.37,0.1,-8.7,-8.7,0
2014 HD199,Apollo Asteroid,56776,2.0527,0.5555,5.1356,269.7482,237.1606,21.8725,0.9124,3.19,2.94,0.0668,4,24.5,2098,2098,1,1.2E-10,17.01,0.042,-9.76,-9.76,0
2004 FH,Amor Asteroid,57800,2.2558,0.4466,21.3808,88.0067,203.6016,263.1076,1.2484,3.26,3.39,0.4594,181,26.1,2098,2107,4,5.1E-06,6.97,0.02,-6.26,-6.53,0
2016 YC13,Apollo Asteroid,57749,1.4702,0.4753,4.7854,102.4636,275.8751,29.3972,0.7714,2.17,1.78,0.0096,1,26.7,2098,2110,2,3.2E-10,13,0.015,-10.52,-10.8,0
2015 HE1,Apollo Asteroid,57800,1.4233,0.4923,3.467,79.2184,212.2139,356.4438,0.7226,2.12,1.7,0.0023,8,27,2098,2110,2,2.5E-07,14.6,0.013,-7.71,-7.89,0
2007 WP3,Apollo Asteroid,57800,1.4859,0.447,10.6766,115.7149,229.1518,66.0457,0.8217,2.15,1.81,0.0032,16,23.5,2098,2114,21,8.2E-06,13.03,0.067,-4.6,-4.99,0
2005 GV190,Amor Asteroid,53466,2.7508,0.5282,0.966,77.4236,344.3598,48.7081,1.2977,4.2,4.56,0.3098,2,18,2099,2099,1,1.2E-10,9.25,0.87,-6.84,-6.84,0
2013 VJ13,Apollo Asteroid,57800,1.8613,0.5825,10.2163,292.1606,37.5977,124.3466,0.777,2.95,2.54,0.0059,9,23.8,2099,2099,1,8.9E-10,16.09,0.06,-8.55,-8.54,0
2014 HM198,Apollo Asteroid,56776,1.0562,0.2678,8.2485,79.7905,26.8782,81.1673,0.7733,1.34,1.09,0.0122,2,27.4,2099,2104,2,4.4E-10,9.54,0.011,-10.82,-11,0
2005 TA,Apollo Asteroid,57800,1.2807,0.2503,2.7805,34.3927,13.9994,281.8587,0.9602,1.6,1.45,0.0015,8,27.2,2099,2114,14,1.8E-05,4.8,0.012,-6.29,-6.64,0
2010 GH7,Apollo Asteroid,57800,1.4017,0.3005,3.5271,335.4605,192.027,61.4156,0.9805,1.82,1.66,0.0011,14,27.3,2099,2115,38,0.00011,5.05,0.012,-5.53,-5.98,0
2017 BE30,Apollo Asteroid,57784,2.24,0.6649,5.8918,108.6109,306.2433,15.1519,0.7505,3.73,3.35,0.0092,6,26.3,2100,2100,1,1.1E-07,16.69,0.018,-7.69,-7.69,0
2005 CC37,Apollo Asteroid,57800,2.2134,0.5605,6.111,345.5459,113.1344,244.3831,0.9728,3.45,3.29,0.0005,19,22.7,2100,2100,1,2.4E-08,8.45,0.099,-6.85,-6.85,0
2004 OD4,Apollo Asteroid,57800,2.0359,0.5137,4.3543,336.0428,294.6232,126.9874,0.99,3.08,2.9,0.002,9,26.9,2100,2100,1,6.8E-08,8.45,0.014,-8.43,-8.43,0
2012 UL171,Apollo Asteroid,56226,1.0615,0.1432,3.1656,92.064,22.2875,294.2142,0.9095,1.21,1.09,0.0134,3,27,2100,2100,1,4.2E-10,3.79,0.013,-10.8,-10.8,0
2011 UM169,Apollo Asteroid,55863,1.6964,0.5246,6.2569,114.7261,210.8638,22.6314,0.8065,2.59,2.21,0.0036,9,25,2100,2107,19,1.7E-05,13.95,0.033,-4.97,-5.25,0
2015 YC1,Apollo Asteroid,57800,1.0833,0.2557,6.6524,267.7915,266.1849,312.5301,0.8063,1.36,1.13,0.0029,7,26.1,2100,2108,4,1.5E-06,8.16,0.021,-6.69,-6.98,0
2016 CH30,Aten Asteroid,57800,0.9328,0.1784,0.4857,270.161,346.2781,310.3147,0.7664,1.1,0.9,0.0039,3,28,2100,2112,4,8.9E-06,5.46,0.009,-6.92,-6.97,0
2011 OB26,Apollo Asteroid,57800,1.6563,0.4775,1.7672,234.9545,138.7214,193.9477,0.8654,2.45,2.13,0.0009,10,25.6,2100,2115,17,4.4E-05,11,0.026,-4.92,-5.13,0
2016 WR55,Apollo Asteroid,57717,1.6215,0.5339,5.0371,68.9411,66.5844,337.1534,0.7557,2.49,2.06,0.0029,1,28.3,2100,2115,9,3.2E-06,14.12,0.007,-7.32,-7.62,0
2014 OM207,Apollo Asteroid,57800,2.4248,0.5828,2.2459,168.6062,122.7596,246.9238,1.0116,3.84,3.78,0.0019,3,29.1,2101,2101,2,0.00022,8.2,0.005,-5.98,-5.98,0
1991 VG,Apollo Asteroid,57800,1.0261,0.049,1.4457,24.8866,73.926,55.3572,0.9758,1.08,1.04,0.0041,9,28.4,2101,2101,1,4.6E-05,1.02,0.007,-6.46,-6.46,0
2012 UU68,Aten Asteroid,57800,0.9398,0.2282,5.4437,292.9601,221.0591,170.2913,0.7253,1.15,0.91,0.0053,7,23.1,2101,2101,1,8.3E-09,6.89,0.082,-7.55,-7.55,0
2007 WT3,Apollo Asteroid,54424,2.3551,0.7216,5.1684,102.6371,227.1915,14.3829,0.6556,4.05,3.61,0.0022,7,24.1,2101,2101,1,8.6E-10,19.92,0.051,-8.64,-8.64,0
2012 VZ19,Aten Asteroid,57800,0.9825,0.2536,1.251,221.4313,57.8503,236.529,0.7334,1.23,0.97,0.0112,5,25.6,2101,2101,2,4.5E-10,7.92,0.025,-10,-10.2,0
443104 (2013 XK22),Apollo Asteroid,57800,1.0458,0.2034,6.9926,265.6899,268.3842,282.2674,0.8331,1.26,1.07,0.0012,31,24.2,2101,2102,2,1.9E-05,6.9,0.05,-4.69,-4.69,0
2007 EH26,Apollo Asteroid,54171,1.9069,0.6708,5.6418,268.7956,356.4109,339.8011,0.6278,3.19,2.63,0.0056,8,24.2,2101,2103,2,2.7E-08,20.19,0.049,-7.2,-7.2,0
2005 UC3,Apollo Asteroid,53673,2.1781,0.5451,0.2517,329.8972,26.9666,10.4962,0.9908,3.37,3.21,0.0012,6,27.1,2101,2109,2,3.1E-07,7.81,0.013,-7.9,-8.03,0
2002 XV90,Apollo Asteroid,57800,1.5768,0.3754,9.969,356.2673,79.0177,58.6429,0.9849,2.17,1.98,0.0014,8,25.2,2101,2114,4,1.7E-08,7.61,0.031,-8.28,-8.54,0
2016 FW3,Apollo Asteroid,57800,1.0578,0.2026,11.4197,93.8335,180.1418,230.7074,0.8435,1.27,1.09,0.0011,8,25.5,2102,2102,2,3.5E-07,8.79,0.027,-7.02,-7.28,0
2015 JC1,Apollo Asteroid,57800,1.3939,0.5189,6.3768,266.8874,231.78,61.645,0.6706,2.12,1.65,0.0005,5,27.1,2102,2102,1,7.7E-08,15.25,0.013,-8.26,-8.26,0
2016 WF7,Aten Asteroid,57800,0.8731,0.238,0.647,208.6637,76.2183,217.1883,0.6653,1.08,0.82,0.0033,5,28.7,2102,2113,4,2.3E-06,6.52,0.006,-7.88,-7.91,0
2009 RR,Apollo Asteroid,57800,1.4148,0.467,6.1463,256.2125,174.2132,126.9093,0.7541,2.08,1.68,0.0023,9,25.6,2102,2114,20,1.3E-05,12.95,0.026,-5.38,-6.12,0
2015 TG24,Aten Asteroid,57800,0.7465,0.4433,3.9871,151.1411,22.1607,267.6601,0.4156,1.08,0.65,0.0033,6,26.7,2102,2115,15,8.5E-06,9.84,0.016,-6.21,-6.77,0
2016 SU2,Aten Asteroid,57800,0.897,0.4198,4.7615,50.0146,183.0035,250.5457,0.5204,1.27,0.85,0.0018,7,27.7,2102,2115,12,4.9E-06,12.73,0.01,-6.85,-7.23,0
2006 WK130,Apollo Asteroid,57800,2.1083,0.6828,13.8048,277.0176,72.0811,137.3776,0.6687,3.55,3.06,0.0189,12,22.4,2103,2103,1,2E-09,20.74,0.11,-7.41,-7.41,0
2014 OO6,Apollo Asteroid,57800,2.2025,0.6795,1.3817,287.3323,111.1753,261.4502,0.7059,3.7,3.27,0.0001,18,23.3,2103,2103,1,4E-10,17.82,0.075,-8.63,-8.63,0
2015 VK1,Aten Asteroid,57800,0.9775,0.4266,11.9577,241.9327,38.1027,191.086,0.5606,1.39,0.97,0.0034,10,26.5,2103,2109,2,4E-07,14.73,0.017,-7.27,-7.5,0
2013 TV132,Apollo Asteroid,57800,2.1908,0.5572,1.7903,152.6474,192.0466,19.559,0.9701,3.41,3.24,0.002,8,26.5,2103,2111,4,2.3E-06,9.16,0.017,-6.74,-7.07,0
2006 UU17,Apollo Asteroid,57800,2.3263,0.586,2.9063,151.6091,208.8278,331.6675,0.963,3.69,3.55,0.0035,7,26.4,2103,2111,5,1.5E-06,9.8,0.018,-6.8,-7.12,0
2014 CR13,Apollo Asteroid,57800,1.4847,0.461,7.4575,292.4308,141.6982,265.8326,0.8003,2.17,1.81,0.0026,15,25.7,2103,2113,16,9.9E-05,12.29,0.024,-4.61,-4.69,0
2016 CY135,Apollo Asteroid,57800,1.4751,0.3535,1.1036,26.5312,173.4972,173.1386,0.9537,2,1.79,0.0018,32,24.4,2103,2114,5,1.6E-06,6.74,0.044,-5.93,-6.14,0
2010 CS19,Apollo Asteroid,57800,1.739,0.4402,4.1765,340.4536,143.6467,27.2957,0.9736,2.5,2.29,0.0024,11,28,2104,2104,4,4.8E-05,6.82,0.009,-6.16,-6.18,0
2014 WE6,Aten Asteroid,57800,0.9693,0.1361,0.3391,251.4661,52.5629,224.101,0.8374,1.1,0.95,0.0002,4,30.3,2104,2109,5,5.2E-05,4.42,0.003,-7.3,-7.57,0
2007 YS56,Aten Asteroid,57800,0.9426,0.284,6.2463,63.6958,274.6436,81.2755,0.675,1.21,0.92,0.0029,10,25.8,2104,2113,3,6.1E-06,9.14,0.023,-5.99,-6.25,0
2011 UD21,Aten Asteroid,57800,0.9785,0.0304,1.0624,209.8044,22.3505,332.3625,0.9487,1.01,0.97,0.0038,13,28.5,2105,2105,1,9.3E-06,1.29,0.007,-7.21,-7.21,0
2016 BE,Apollo Asteroid,57800,1.8195,0.4692,9.6958,199.0251,314.7776,145.9431,0.9658,2.67,2.45,0.0022,19,23.6,2105,2105,1,1.7E-09,9.1,0.066,-8.41,-8.41,0
2009 SD15,Apollo Asteroid,55094,2.3358,0.6249,2.8938,303.4747,357.0516,11.5894,0.8762,3.8,3.57,0.0071,6,26.9,2105,2105,1,1.3E-10,13.88,0.014,-10.98,-11,0
2016 AB166,Apollo Asteroid,57800,1.5189,0.6395,16.4085,260.6331,112.0914,237.1111,0.5475,2.49,1.87,0.007,9,24.4,2106,2106,1,6.4E-08,21.63,0.044,-6.9,-6.9,0
2004 GE2,Apollo Asteroid (Hazard),53112,2.0509,0.7077,2.1646,259.9197,45.1298,341.6612,0.5995,3.5,2.94,0.0057,14,21.4,2106,2109,2,4.9E-08,20.57,0.18,-5.57,-5.65,0
2003 XK,Apollo Asteroid,52977,2.3731,0.7207,2.3413,104.0978,246.6166,12.6717,0.6629,4.08,3.66,0.0011,5,25.4,2106,2110,2,2E-08,18.04,0.029,-7.95,-7.95,0
2006 JE,Apollo Asteroid,53857,1.7827,0.757,14.9957,286.008,43.4352,340.4348,0.4333,3.13,2.38,0.0124,6,23.8,2106,2112,4,2.2E-06,26.36,0.058,-4.96,-5,0
2006 BM8,Apollo Asteroid,57800,1.5424,0.5307,5.1971,281.886,121.7661,304.7594,0.7239,2.36,1.92,0.0029,13,25.4,2106,2115,10,2.6E-06,14.81,0.028,-5.96,-6.43,0
2015 DA54,Apollo Asteroid,57800,2.6143,0.78,8.2669,245.1949,148.441,186.1457,0.5752,4.65,4.23,0.0585,13,20.8,2107,2107,1,5.5E-08,23.13,0.23,-5.2,-5.2,0
2001 UD5,Apollo Asteroid,52207,2.2788,0.6661,2.5326,290.3434,18.9951,17.6144,0.7609,3.8,3.44,0.0027,7,22.4,2107,2107,1,1.5E-08,16.73,0.11,-6.66,-6.66,0
